Insult,Date,Comment,Usage
1,20120530022855Z,"""what do you mean... he copies every fukicg comment i make idiot!!!!!""",PrivateTest
0,20120619015547Z,"""One of the few thruths in the book \n\n\xa0\n\nThe last years of my high school was a daze...Attending\nschool sparingly, \xa0I drank\xa0 beer heavily used drugs enthusiastically.. it\ndid not matter if it was in shiny new car of some white classmate or a room\nwith some of the brothers or on the beach with one of the native Hawaiians ...\n\n\n\xa0\n\n\nBarack Obama ...""dreams of my father""\n\n\n\xa0\n\n\nVery Presidential don't you think""",PrivateTest
1,20120611202848Z,"""Id be more embarrassed if I was a zombie voting pole climber that was unable to think for myself with the personality of a cabbage. A bit like you really.""",PrivateTest
0,,"""@NCSteve 3.0 @dopper0189\\n\\n If I could dry hump your post I would""",PrivateTest
1,20120609230436Z,"""Complete suicide dumbass.\xa0 You are wasting oxygen and space that a rat needs.""",PrivateTest
0,20120529221148Z,"""Im a heat fan & yes i have alot of confidence. there's no way wade & lebron would lose back to back in finals""",PrivateTest
0,,"""So fat roo can do no wrong, even the fa protect the thug......mancs don't like the fact they are paupers of manchester supported by loyal london reds, who will travel on thursday nights 2 watch EUROPA LEAGUE wow...""",PrivateTest
1,20120528224919Z,"""Ive got news for you Mary\n\nEd little-lord-wimpleton-please-dont-smack-my-legs-again-you-big-bullys-the-guy-that-kids-steal-sweets-off Milliband\n\nwill never get the top job\n\nso all your efforts here are wasted\n\ngo and preach to the converted\n\n:)""",PrivateTest
0,20120611175721Z,"""Who the hell are you to judge? Must be one of those who casts the first stone. Your NWO will fail\xa0period. You just don't know it yet, opps, now you do.""",PublicTest
0,20120530022828Z,"""Murray just needs a big win - I think if he could get a big win in a GS he could go all the way but as I told Wojo before I am starting to feel like if it doesn't happen for Murray this year he is done""",PrivateTest
0,20120528050419Z,"""whatever. you're owned so you handle it Coco.""",PublicTest
0,20120610112842Z,"""oh Lord lead me to right path and guide help me to follow you and know your will.talk to me and lead my heart to right way.help me this week you know my problems .my indrolment june my class please help me to indrol before june 18 Lord your'e all i have.you are my savior please SAVE ME rescue me.help me to also to blessings to my family my brother and sister you watches over us please have MERCY On us.""",PrivateTest
1,20120612020126Z,"""dan_amd\n\nYou have realy no clue on every single idiotic comment of all your posts.WE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance.Please crawl back then in the fat ass of your gay loving buddy charliedemerjian semiinaccurate and try to find the light inside - U stupid FAG!\n\nWE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!""",PrivateTest
1,20120320145026Z,"""@YinzerinKT\xa0\xa0@Guinning\xa0Your mother's a whore Trebec.""",PrivateTest
0,,"""Abnormal or deviant means when something is just that-out of the ordinary. Since gay behaviour occurs fairly commonly in both human and animal kingdoms, by definition it is not abnormal.""",PrivateTest
0,,"""The GOP didn\\'t unconstitutionally overreach with the contraceptives, the GOP didn\\'t ""roll that back"" to a less offensive theft of liberty by unconstitutionally declaring what a private insurance company must do, how much it should charge, etc.\\xc2\\xa0 The GOP didn\\'t pull Planned Parenthood funding and they didn\\'t have anything to do with gay marriage legislation in looney land.\\xc2\\xa0 All examples of out of control liberalism going out of their way to decimate our Constitution.\\n\\nThe GOP didn\\'t seek any of this out.\\xc2\\xa0 These are convenient ways for the most corrupt, ignorant and tyrannical administration in the history of this country to try to change the topic from a complete failure of leadership in every single facet of government.\\n\\nJuan, you\\'ve really gone over the deep end, buddy.""",PrivateTest
1,20120619124952Z,"""Why would Diplo sign such a terrible rapper??? This Orion chick is really bad too. Next time you walk down your street, stop the nearest person and ask them to spit 5 bars. 9 times out of 10, you will have found someone better than Riff Raff. Guaranteed. \nZebra stripped glove??? What is he? Some sad cross between a Micheal Jackson and a LMFAO wanna be? I hope some one shoots him before he starts polluting the world with kids as retarded as he. Oh, I'm Sorry! That's an insult to retarded people.""",PrivateTest
1,20120502140332Z,"""It's easy for cowards to be internet thugs and post stupid stuff about an opinion. That's all I'll say about your ignorant post! Seek knowledge and you shall find it someday!""",PublicTest
1,20120502203654Z,"""Hey you idiot you forget that inflation helps WE who have debt. It's a two-edged sword. Real GDP may remain stagnant as NGDP rises, but you will gain wealth as your debt to equity improves in your favor. Don't act like you unerstand economics because you took an intro class your freshman year. Huff puff""",PrivateTest
0,20120620172545Z,"""Right? That's always bugged the shit out of me in that dumbass series. That and the fact that they assume that if a human sees a sparkly fuck out in the woods they'll immediately assume they're a vampire. It's just too damn ridiculous.""",PublicTest
0,20120610034902Z,"""You are absolutely right.  They took his trek out yesterday, he is out of ICU now for almost a week.  They are going to go to his house and make sure that everything is set up properly for when he does go home.  His wife, my sister-in-law is also getting nervous, reality is setting in and she is a little nervous about the changes they both are going to go through with this heart pump.  God will take care of them and I will be there to help her.""",PrivateTest
1,20120612003751Z,"""Hug a tree FAAAAAAGGGGGGGGGGGGGG!!!!\xa0\xa0 Folks like you make REAL Men look like, well, Real Men....you are a little sissy girly-man who is, right now, twirling in his pretty little tu-tu, sending kisses to all the other little fairies out there....Man Up you little p*ssy!\xa0 Just sayin' queer!""",PrivateTest
0,20120530140043Z,"""just read what the Muslim Brotherhood presidential candidate a few days ago:\nMuslim Brotherhood: Christians Should 'Convert, Pay Tribute, or Leave'...\xa0\ngatestoneinstitute (dot) org/3083/egypt-christians-convert-pay-tribute-leave""",PrivateTest
1,20120320180505Z,"""Get your facts straight idiot, 70% of crim is NOT committed by black people, what a buffoon!""",PublicTest
0,20120528220556Z,""". Surpluses turned into deficits-----------------------------------------If you will do some research you will find that there was no surplus money around.\xa0 The national debt went up every year of the Clinton administration.\nps....there may have bee a budget surplus but that just means that you did not spend as much money as you had budgeted to spend.\xa0 It does not mean that you took in more money than you spent.""",PrivateTest
0,20120529015012Z,"""I don't believe in myths and conspiracy theories.\n\nI believe in what I see.  As far as Barack Obama is concerned, I and MILLIONS of others like what we see.\n\nObama/Biden 2012 !!!!!!!""",PrivateTest
0,,"""so your a liar then""",PublicTest
1,20120620130258Z,"""""Do you have any idea how fucking ignorant you sound?"" - Reluctant Registard.""",PrivateTest
0,20120514050409Z,"""I know right but you are the one that took it upon yourself to make the right move. Rob is lucky to have great fans (some need to take a breather)""",PrivateTest
1,20120529051338Z,"""Anyone who says you-know-what is a fucking jerk.""",PrivateTest
0,,"""\\xc2\\xa0Yes, NotWar they are watching porn... the bad news is it features Debbie Wash-ur-hiney Schultz.\\xc2\\xa0 Wow, I always get the urge to puke when I mention her name.""",PublicTest
1,20120619225707Z,"""Boy, you are puerile, aren't you?""",PrivateTest
0,20120611212938Z,"""BIG BANG~! <3\n\n\nsorry Katy... i love your music but--- LOL fuck it i dont even like your music and never did :D""",PublicTest
0,20120530050030Z,"""we had the best time at your pahty. the wife and i thank you very much.""",PublicTest
1,20120618202908Z,"""Well it takes an idiot to know one!""",PrivateTest
0,,"""\\nWake up people. All Obama is doing is using the federal reserve and if he wins - \\xc2\\xa0tax increases to blow the budget out-of-control to fund his vision of who wins and loses in America !!!""",PrivateTest
1,20120618213617Z,"""Agree with Alan you are an extremest idiot.   You are not American, we native americans are, you are an alien""",PublicTest
1,,"""fuck you rascist muthafucka....the only uncivilized ppl are you rascist fucks. get a grip whites blacks latinos etc. all act the same when pissed the fuck off wrd....watch ya mouth b4 you end up dead wrd tho""",PrivateTest
0,20120529172140Z,"""Pirates will join the Reds in Cubs Alliance against the St Louis Cardinals?""",PublicTest
0,,"""@Old Man Game he aint lying best team""",PrivateTest
1,,"""It only takes seconds for you because you aren't a hot piece of ass that some ghoulish gloved TSA freak would like to molest.You're such a fucking cunt-brained witless piece of worm puke.\\xc2\\xa0""",PrivateTest
0,20120612001611Z,"""And Obama was telling the truth when he said the economy was getting better?\n\nJust because you don't like the facts, doesn't mean it is a lie.""",PublicTest
0,,"""All this is aimed at non-EU nationals but isnt the government aware of the hordes of EU nationals taking over all jobs in this country?If everything is skewed in favour of EU nationals of course people are going to look at it with a jaundiced eye.Anyway this is a Tory Government so am not really shocked""",PublicTest
0,20120619011819Z,"""Tell you what Fwd, why don't you read Dreams of my father, his book. That way you can really understand the guy you are supporting. It sure is not the same one the Left Lap Dog Media is telling you about.""",PublicTest
0,20120528212307Z,"""JMac not pitching the 9th is no big deal, not saying I'm a Clint Hurdle lover, but in a 4-0 game anyone in the bullpen could have came in for the 9th and I wouldn't have been upset.""",PublicTest
1,20120320201333Z,"""HUH, DID YOU SAY YOU WERE A LIBERAL MORON?""",PublicTest
0,,"""I always find it funny, the standard our ""fans"" hold the team and staff to.  If most of us were 1/2 as committed to personal success as they our to demanding others\\' success we would have an entire fanbase of nobel prize winners...\\n\\nWe filled the major needs in my eyes. Couldn\\'t have asked for 2 better people and players at RB and we now have 13 scholarship O-linemen to fill 5 spots. Not to mention quality special teams guys and a true full back.\\n\\nColor me satisfied if not completely blown away.  Wish Chester Brown would have qualified, but otherwise another solid effort by the staff.\\n\\nAs always, thanks for all you do.  This site certainly made my NSD better.""",PrivateTest
